Time,Error
0,811.1651585
100,335.1323444
200,253.523865
300,25.35905463
400,15.48470168
500,11.5775053
600,8.35533952
700,2.896533357
800,1.729992154
900,1.417335022
1000,1.012193018
1100,0.4759523561
1200,0.257626768
1300,0.2022707309
1400,0.1546798872
1500,0.1368853039
1600,0.0537510928
1700,0.03690116096
1800,0.03015920861
1900,0.07622796673
2000,0.02214837495
2100,0.01877193957
2200,0.01229431905
2300,0.008741372217
2400,0.02128826545
2500,0.01477540658
2600,0.0100967847
2700,0.006901163675
2800,0.02096342914
2900,0.01298719571
3000,0.01033618015
3100,0.007099639269
3200,0.07644512411
3300,0.01593523735
3400,0.0105462372
3500,0.007402320369
3600,0.08983349311
3700,0.01578117265
3800,0.01130670791
3900,0.007981035726
4000,0.06883191025
4100,0.01549450852
4200,0.01237986085
4300,0.008530921203
4400,0.006142870264
4500,0.02056114586
4600,0.0132941987
4700,0.009104554755
4800,0.006420691768
4900,0.02096800461
5000,0.01277377933
5100,0.01010363339
5200,0.006954694791
5300,0.07646068525
5400,0.0158895809
5500,0.01050071074
5600,0.00737535812
5700,0.08983388764
5800,0.01576747833
5900,0.01129625626
6000,0.007972946896
6100,0.06883158493
6200,0.01549319996
6300,0.01237747744
6400,0.008529438145
6500,0.006141634602
6600,0.02056086952
6700,0.01329360945
6800,0.009104131216
6900,0.00642050292
7000,0.02096800567
7100,0.01277368355
7200,0.01010352729
7300,0.006954628186
7400,0.07646069167
7500,0.01588956087
7600,0.01050069044
7700,0.007375346021
7800,0.08983388772
7900,0.01576747232
8000,0.01129625162
8100,0.007972943261
8200,0.06883158478
8300,0.0154931994
8400,0.0123774764
8500,0.00852943755
8600,0.006141634142
8700,0.02056086943
8800,0.01329360926
8900,0.009104131223
9000,0.006420503118
9100,0.02096800569
9200,0.01277368361
9300,0.01010352743
9400,0.006954628396
9500,0.07646069164
9600,0.01588956092
9700,0.01050069052
9800,0.007375346131
9900,0.08983388767
