MMTS (100 broadcast interval)
Tick,Average error
267,398.9756816399061
268,398.975681639906
269,398.9756816399061
270,398.975681639906
271,398.975681639906
272,398.97568163990604
273,398.97568163990604
274,398.9756816399061
275,398.97568163990604
276,398.97568163990616
277,398.97568163990604
278,398.9756816399061
279,398.9756816399061
280,398.9756816399061
281,398.97568163990604
282,398.97568163990604
283,398.9756816399061
284,398.97568163990604
285,398.9756816399061
286,398.97568163990604
287,398.97568163990616
288,398.97568163990604
289,398.9756816399061
290,398.97568163990604
291,398.97568163990604
292,398.97568163990616
293,398.9756816399061
294,398.9756816399061
295,398.97568163990604
296,398.97568163990604
297,398.97568163990604
298,398.9756816399061
299,398.97568163990604
300,398.97568163990604
301,398.97568163990604
302,398.97568163990604
303,398.9756816399061
304,398.9756816399061
305,762.2587298177054
306,762.2587298177054
307,762.2587298177056
308,508.37723330890816
309,508.37723330890816
310,508.37723330890816
311,508.3772333089081
312,508.37723330890805
313,508.3772333089081
314,508.3772333089081
315,508.3772333089081
316,508.3772333089081
317,508.3772333089081
318,508.37723330890816
319,508.37723330890816
320,508.3772333089081
321,508.37723330890816
322,508.37723330890816
323,508.3772333089081
324,508.3772333089081
325,508.3772333089081
326,508.3772333089081
327,508.3772333089081
328,508.3772333089081
329,508.3772333089081
330,508.3772333089081
331,508.37723330890816
332,508.37723330890816
333,508.3772333089081
334,508.3772333089081
335,508.37723330890816
336,508.3772333089081
337,508.37723330890816
338,508.3772333089081
339,508.3772333089081
340,508.37723330890816
341,508.3772333089081
342,508.37723330890816
343,508.37723330890816
344,508.37723330890816
345,508.3772333089081
346,508.37723330890805
347,508.37723330890816
348,508.37723330890805
349,508.3772333089081
350,508.3772333089081
351,508.37723330890816
352,508.3772333089081
353,508.37723330890816
354,508.3772333089081
355,508.37723330890816
356,508.37723330890816
357,508.37723330890816
358,508.37723330890816
359,508.37723330890816
360,508.3772333089081
361,508.3772333089081
362,508.3772333089081
363,508.3772333089081
364,508.3772333089081
365,508.37723330890816
366,508.3772333089081
367,508.37723330890816
368,508.37723330890816
369,508.37723330890816
370,508.37723330890816
371,508.3772333089081
372,508.37723330890816
373,508.37723330890816
374,508.3772333089081
375,508.37723330890816
376,508.37723330890816
377,508.37723330890816
378,508.37723330890816
379,508.37723330890816
380,508.3772333089081
381,508.3772333089081
382,508.3772333089081
383,508.37723330890816
384,508.37723330890816
385,508.37723330890816
386,508.37723330890816
387,508.3772333089083
388,508.37723330890816
389,508.3772333089081
390,508.3772333089081
391,508.3772333089081
392,508.3772333089081
393,508.3772333089081
394,508.37723330890816
395,508.37723330890816
396,508.37723330890816
397,508.37723330890816
398,508.3772333089081
399,508.3772333089081
400,508.37723330890816
401,508.37723330890805
402,508.37723330890816
403,508.3772333089081
404,508.37723330890816
405,690.1500804868563
406,690.1500804868562
407,690.1500804868563
408,690.1500804868563
409,871.248136028396
410,871.248136028396
411,871.2481360283958
412,871.2481360283958
413,871.2481360283958
414,871.2481360283958
415,871.2481360283958
416,871.2481360283958
417,871.248136028396
418,871.248136028396
419,871.2481360283958
420,871.248136028396
421,871.248136028396
422,871.248136028396
423,871.248136028396
424,871.2481360283958
425,871.248136028396
426,871.248136028396
427,871.248136028396
428,871.2481360283958
429,871.248136028396
430,871.2481360283958
431,871.2481360283958
432,871.248136028396
433,871.248136028396
434,871.248136028396
435,871.2481360283958
436,871.248136028396
437,871.2481360283958
438,871.2481360283958
439,871.248136028396
440,871.2481360283958
441,871.248136028396
442,871.2481360283958
443,871.248136028396
444,871.2481360283958
445,871.248136028396
446,871.248136028396
447,871.2481360283958
448,871.248136028396
449,871.2481360283958
450,871.248136028396
451,871.2481360283958
452,871.248136028396
453,871.2481360283958
454,871.2481360283958
455,871.248136028396
456,871.248136028396
457,871.248136028396
458,871.2481360283958
459,871.248136028396
460,871.2481360283958
461,871.248136028396
462,871.2481360283958
463,871.248136028396
464,871.2481360283958
465,871.2481360283958
466,871.248136028396
467,871.2481360283958
468,871.248136028396
469,871.2481360283958
470,871.248136028396
471,871.2481360283958
472,871.2481360283958
473,871.2481360283958
474,871.248136028396
475,871.248136028396
476,871.2481360283958
477,871.248136028396
478,871.2481360283958
479,871.248136028396
480,871.2481360283958
481,871.248136028396
482,871.248136028396
483,871.2481360283958
484,871.248136028396
485,871.2481360283958
486,871.2481360283958
487,871.2481360283958
488,871.248136028396
489,871.2481360283958
490,871.248136028396
491,871.248136028396
492,871.2481360283958
493,871.2481360283958
494,871.248136028396
495,871.2481360283958
496,871.2481360283958
497,871.2481360283958
498,871.248136028396
499,871.2481360283958
500,871.2481360283958
501,871.2481360283958
502,871.248136028396
503,871.248136028396
504,871.248136028396
505,871.8291611910751
506,871.8291611910753
507,871.8291611910751
508,871.8291611910751
509,871.8291611910751
510,932.2008092305537
511,932.2008092305537
512,932.2008092305537
513,932.2008092305537
514,932.2008092305537
515,932.2008092305537
516,932.2008092305537
517,932.2008092305535
518,932.2008092305535
519,932.2008092305537
520,932.2008092305537
521,932.2008092305537
522,932.2008092305535
523,932.2008092305537
524,932.2008092305537
525,932.2008092305537
526,932.2008092305535
527,932.2008092305537
528,932.2008092305537
529,932.2008092305537
530,932.2008092305537
531,932.2008092305537
532,932.2008092305537
533,932.2008092305537
534,932.2008092305537
535,932.2008092305535
536,932.2008092305537
537,932.2008092305537
538,932.2008092305537
539,932.2008092305537
540,932.2008092305534
541,932.2008092305537
542,932.2008092305537
543,932.2008092305537
544,932.2008092305537
545,932.2008092305537
546,932.2008092305537
547,932.2008092305537
548,932.2008092305537
549,932.2008092305537
550,932.2008092305537
551,932.2008092305537
552,932.2008092305537
553,932.2008092305534
554,932.2008092305537
555,932.2008092305537
556,932.2008092305535
557,932.2008092305535
558,932.2008092305537
559,932.2008092305537
560,932.2008092305537
561,932.2008092305537
562,932.2008092305537
563,932.2008092305537
564,932.2008092305537
565,932.2008092305534
566,932.2008092305537
567,932.2008092305534
568,932.2008092305537
569,932.2008092305537
570,932.2008092305537
571,932.2008092305537
572,932.2008092305537
573,932.2008092305537
574,932.2008092305537
575,932.2008092305537
576,932.2008092305537
577,932.2008092305537
578,932.2008092305534
579,932.2008092305537
580,932.2008092305534
581,932.2008092305537
582,932.2008092305537
583,932.2008092305537
584,932.2008092305537
585,932.2008092305537
586,932.2008092305537
587,932.2008092305535
588,932.2008092305537
589,932.2008092305537
590,932.2008092305535
591,932.2008092305537
592,932.2008092305537
593,932.2008092305537
594,932.2008092305537
595,932.2008092305537
596,932.2008092305534
597,932.2008092305537
598,932.2008092305537
599,932.2008092305537
600,932.2008092305537
601,932.2008092305537
602,932.2008092305537
603,932.2008092305537
604,932.2008092305537
605,689.6197423724824
606,689.6197423724823
607,689.6197423724824
608,689.6197423724824
609,689.6197423724828
610,689.6197423724827
611,942.8537105718958
612,942.8537105718958
613,942.8537105718959
614,942.8537105718958
615,942.8537105718959
616,942.8537105718958
617,942.8537105718958
618,942.8537105718958
619,942.8537105718959
620,942.8537105718958
621,942.8537105718958
622,942.8537105718959
623,942.8537105718958
624,942.8537105718959
625,942.8537105718958
626,942.853710571896
627,942.8537105718958
628,942.8537105718958
629,942.8537105718959
630,942.8537105718959
631,942.8537105718959
632,942.8537105718958
633,942.8537105718958
634,942.8537105718958
635,942.8537105718959
636,942.8537105718958
637,942.8537105718959
638,942.8537105718959
639,942.8537105718959
640,942.8537105718959
641,942.8537105718959
642,942.8537105718959
643,942.8537105718958
644,942.8537105718959
645,942.8537105718959
646,942.8537105718959
647,942.8537105718958
648,942.8537105718959
649,942.8537105718958
650,942.8537105718958
651,942.8537105718959
652,942.8537105718958
653,942.8537105718959
654,942.8537105718959
655,942.8537105718959
656,942.8537105718958
657,942.8537105718958
658,942.8537105718958
659,942.8537105718959
660,942.8537105718959
661,942.8537105718958
662,942.8537105718958
663,942.8537105718958
664,942.8537105718959
665,942.8537105718958
666,942.8537105718959
667,942.8537105718959
668,942.8537105718959
669,942.8537105718959
670,942.8537105718958
671,942.8537105718958
672,942.8537105718958
673,942.8537105718959
674,942.8537105718959
675,942.8537105718959
676,942.8537105718958
677,942.8537105718959
678,942.8537105718958
679,942.8537105718958
680,942.8537105718959
681,942.8537105718958
682,942.8537105718959
683,942.8537105718959
684,942.8537105718959
685,942.8537105718958
686,942.8537105718959
687,942.8537105718958
688,942.8537105718958
689,942.8537105718959
690,942.8537105718958
691,942.8537105718958
692,942.8537105718958
693,942.8537105718959
694,942.8537105718958
695,942.8537105718959
696,942.8537105718959
697,942.8537105718959
698,942.8537105718959
699,942.8537105718958
700,942.8537105718958
701,942.8537105718958
702,942.8537105718959
703,942.8537105718958
704,942.8537105718959
705,931.0298108618938
706,931.0298108618939
707,931.0298108618939
708,931.0298108618939
709,931.0298108618939
710,931.0298108618939
711,931.0298108618939
712,761.2268147611221
713,761.2268147611222
714,761.2268147611218
715,761.2268147611221
716,761.2268147611221
717,761.2268147611218
718,761.2268147611221
719,761.2268147611221
720,761.2268147611218
721,761.2268147611221
722,761.2268147611221
723,761.2268147611221
724,761.2268147611221
725,761.2268147611218
726,761.2268147611219
727,761.2268147611219
728,761.2268147611219
729,761.2268147611221
730,761.2268147611221
731,761.2268147611219
732,761.2268147611221
733,761.2268147611221
734,761.2268147611219
735,761.2268147611221
736,761.2268147611219
737,761.2268147611219
738,761.2268147611219
739,761.2268147611219
740,761.2268147611219
741,761.2268147611221
742,761.2268147611218
743,761.2268147611219
744,761.2268147611221
745,761.2268147611221
746,761.2268147611221
747,761.2268147611218
748,761.2268147611219
749,761.2268147611221
750,761.2268147611221
751,761.2268147611221
752,761.2268147611219
753,761.2268147611219
754,761.2268147611221
755,761.2268147611221
756,761.2268147611219
757,761.2268147611221
758,761.2268147611219
759,761.2268147611221
760,761.2268147611222
761,761.2268147611221
762,761.2268147611219
763,761.2268147611219
764,761.2268147611219
765,761.2268147611221
766,761.2268147611221
767,761.2268147611219
768,761.2268147611221
769,761.2268147611219
770,761.2268147611219
771,761.2268147611221
772,761.2268147611219
773,761.2268147611219
774,761.2268147611219
775,761.2268147611219
776,761.2268147611221
777,761.2268147611219
778,761.2268147611218
779,761.2268147611221
780,761.2268147611219
781,761.2268147611221
782,761.2268147611222
783,761.2268147611221
784,761.2268147611219
785,761.2268147611219
786,761.2268147611219
787,761.2268147611219
788,761.2268147611218
789,761.2268147611219
790,761.2268147611221
791,761.2268147611221
792,761.2268147611221
793,761.2268147611222
794,761.2268147611219
795,761.2268147611221
796,761.2268147611219
797,761.2268147611219
798,761.2268147611221
799,761.2268147611221
800,761.2268147611219
801,761.2268147611219
802,761.2268147611219
803,761.2268147611219
804,761.2268147611222
805,869.4114609214432
806,869.4114609214433
807,869.4114609214433
808,869.4114609214432
809,869.4114609214432
810,869.4114609214432
811,869.4114609214433
812,869.4114609214432
813,1.674894917789161
814,1.674894917789161
815,1.6748949177892063
816,1.674894917789188
817,1.6748949177892427
818,1.6748949177892427
819,1.6748949177891064
820,1.6748949177892245
821,1.6748949177892245
822,1.6748949177892973
823,1.67489491778927
824,1.67489491778917
825,1.674894917789188
826,1.6748949177892154
827,1.6748949177892336
828,1.6748949177892336
829,1.6748949177892245
830,1.6748949177890973
831,1.6748949177892245
832,1.6748949177892518
833,1.6748949177892791
834,1.6748949177892518
835,1.674894917789179
836,1.6748949177891337
837,1.6748949177892427
838,1.6748949177891972
839,1.6748949177892791
840,1.6748949177892245
841,1.6748949177891155
842,1.6748949177892063
843,1.6748949177891972
844,1.674894917789188
845,1.6748949177892882
846,1.674894917789161
847,1.6748949177891064
848,1.674894917789261
849,1.6748949177892063
850,1.67489491778927
851,1.67489491778917
852,1.6748949177890973
853,1.674894917789152
854,1.67489491778917
855,1.6748949177892427
856,1.674894917789261
857,1.674894917789179
858,1.6748949177891337
859,1.6748949177892245
860,1.6748949177891972
861,1.6748949177892518
862,1.6748949177891972
863,1.6748949177891337
864,1.6748949177891246
865,1.6748949177892791
866,1.6748949177892336
867,1.6748949177892791
868,1.6748949177891972
869,1.6748949177891337
870,1.674894917789188
871,1.6748949177891972
872,1.674894917789261
873,1.6748949177892154
874,1.6748949177891064
875,1.674894917789161
876,1.6748949177892336
877,1.6748949177892336
878,1.6748949177892518
879,1.6748949177891972
880,1.67489491778917
881,1.6748949177892336
882,1.6748949177892063
883,1.674894917789261
884,1.6748949177892245
885,1.6748949177891428
886,1.674894917789188
887,1.6748949177892063
888,1.6748949177892336
889,1.6748949177892154
890,1.6748949177891972
891,1.6748949177891246
892,1.6748949177892656
893,1.6748949177892474
894,1.6748949177892427
895,1.6748949177891972
896,1.6748949177891337
897,1.6748949177891972
898,1.6748949177892518
899,1.6748949177892154
900,1.6748949177892154
901,1.6748949177891972
902,1.674894917789129
903,1.674894917789261
904,1.6748949177892427
905,1.8385796930784954
906,1.8385796930785137
907,1.8385796930784954
908,1.8385796930785046
909,1.8385796930784999
910,1.8385796930785137
911,1.8385796930784772
912,1.838579693078541
913,1.8385796930784863
914,1.9785497197170208
915,1.9785497197169617
916,1.9785497197169388
917,1.9785497197168933
918,1.9785497197169526
919,1.9785497197169435
920,1.9785497197169388
921,1.9785497197169752
922,1.9785497197169706
923,1.9785497197169297
924,1.978549719716957
925,1.9785497197169888
926,1.9785497197169388
927,1.978549719716957
928,1.9785497197169206
929,1.978549719716948
930,1.978549719716998
931,1.978549719716948
932,1.9785497197169206
933,1.9785497197169661
934,1.978549719716957
935,1.9785497197169435
936,1.9785497197169344
937,1.9785497197169661
938,1.9785497197169435
939,1.9785497197168933
940,1.978549719716957
941,1.9785497197169752
942,1.9785497197169661
943,1.9785497197169661
944,1.9785497197169706
945,1.978549719716957
946,1.9785497197169706
947,1.9785497197169617
948,1.9785497197169526
949,1.9785497197169388
950,1.9785497197169617
951,1.978549719716957
952,1.9785497197169888
953,1.9785497197170117
954,1.9785497197169162
955,1.9785497197169162
956,1.9785497197169706
957,1.9785497197169388
958,1.9785497197169797
959,1.9785497197169888
960,1.978549719716948
961,1.9785497197169206
962,1.9785497197169206
963,1.9785497197169526
964,1.978549719716998
965,1.978549719716907
966,1.9785497197169888
967,1.9785497197169115
968,1.9785497197169661
969,1.9785497197169617
970,1.978549719716957
971,1.9785497197169206
972,1.9785497197169706
973,1.9785497197169888
974,1.9785497197169797
975,1.9785497197169752
976,1.978549719716948
977,1.9785497197169344
978,1.9785497197169024
979,1.9785497197169115
980,1.9785497197169888
981,1.9785497197169752
982,1.9785497197169344
983,1.9785497197169388
984,1.9785497197169526
985,1.978549719716957
986,1.9785497197169388
987,1.9785497197169752
988,1.9785497197169388
989,1.9785497197169388
990,1.978549719716957
991,1.9785497197170208
992,1.9785497197169661
993,1.9785497197169253
994,1.978549719716957
995,1.9785497197169706
996,1.9785497197169888
997,1.978549719716957
998,1.9785497197169526
999,1.9785497197169297
1000,1.9785497197169388
1001,1.978549719716957
1002,1.9785497197169843
1003,1.9785497197169934
1004,1.9785497197169344
1005,1.7012750717800236
1006,1.7012750717799918
1007,1.701275071780001
1008,1.7012750717800191
1009,1.7012750717800464
1010,1.7012750717799645
1011,1.7012750717800509
1012,1.701275071780001
1013,1.7012750717800509
1014,1.7012750717800236
1015,1.4170226525593443
1016,1.4170226525593308
1017,1.4170226525594307
1018,1.417022652559376
1019,1.4170226525593579
1020,1.4170226525592533
1021,1.4170226525593579
1022,1.4170226525593352
1023,1.417022652559349
1024,1.4170226525594398
1025,1.4170226525593352
1026,1.4170226525593717
1027,1.417022652559317
1028,1.4170226525593943
1029,1.417022652559376
1030,1.4170226525593808
1031,1.4170226525592715
1032,1.4170226525592489
1033,1.4170226525593534
1034,1.417022652559367
1035,1.4170226525594398
1036,1.4170226525593625
1037,1.4170226525593808
1038,1.4170226525593579
1039,1.4170226525593808
1040,1.4170226525593808
1041,1.4170226525593717
1042,1.4170226525593579
1043,1.4170226525592715
1044,1.4170226525593625
1045,1.4170226525593899
1046,1.417022652559349
1047,1.4170226525593217
1048,1.4170226525593126
1049,1.4170226525593534
1050,1.4170226525593217
1051,1.4170226525593308
1052,1.4170226525594307
1053,1.4170226525592897
1054,1.4170226525594216
1055,1.4170226525592442
1056,1.417022652559367
1057,1.4170226525593852
1058,1.4170226525593852
1059,1.4170226525593308
1060,1.4170226525593126
1061,1.4170226525593943
1062,1.417022652559408
1063,1.4170226525594216
1064,1.417022652559308
1065,1.4170226525594263
1066,1.4170226525592353
1067,1.4170226525593308
1068,1.4170226525593943
1069,1.4170226525592988
1070,1.41702265255934
1071,1.4170226525593308
1072,1.4170226525592853
1073,1.4170226525592489
1074,1.4170226525593443
1075,1.4170226525593352
1076,1.4170226525592853
1077,1.4170226525592398
1078,1.4170226525593899
1079,1.4170226525593261
1080,1.4170226525592353
1081,1.41702265255934
1082,1.4170226525593534
1083,1.417022652559376
1084,1.4170226525593943
1085,1.4170226525594216
1086,1.4170226525593443
1087,1.4170226525593217
1088,1.417022652559267
1089,1.4170226525593625
1090,1.4170226525593352
1091,1.4170226525594034
1092,1.417022652559367
1093,1.4170226525593717
1094,1.41702265255934
1095,1.4170226525593808
1096,1.4170226525593352
1097,1.4170226525592762
1098,1.417022652559349
1099,1.417022652559308
1100,1.4170226525593808
1101,1.4170226525593534
1102,1.4170226525592762
1103,1.4170226525593579
1104,1.4170226525593625
1105,1.42626380639565
1106,1.4262638063956912
1107,1.4262638063956683
1108,1.426263806395673
1109,1.4262638063957638
1110,1.4262638063956548
1111,1.4262638063956319
1112,1.4262638063956912
1113,1.4262638063956912
1114,1.4262638063957547
1115,1.4262638063957
1116,1.5654646800527552
1117,1.5654646800527734
1118,1.5654646800528462
1119,1.5654646800528236
1120,1.5654646800528145
1121,1.5654646800528553
1122,1.5654646800528462
1123,1.5654646800528145
1124,1.5654646800528145
1125,1.565464680052819
1126,1.5654646800528236
1127,1.5654646800528917
1128,1.565464680052819
1129,1.5654646800528145
1130,1.565464680052887
1131,1.5654646800528054
1132,1.5654646800528054
1133,1.5654646800528236
1134,1.565464680052878
1135,1.5654646800528826
1136,1.5654646800528145
1137,1.5654646800528462
1138,1.5654646800528418
1139,1.5654646800528145
1140,1.565464680052828
1141,1.5654646800528553
1142,1.5654646800527963
1143,1.5654646800528054
1144,1.565464680052828
1145,1.5654646800528098
1146,1.5654646800529053
1147,1.5654646800528327
1148,1.5654646800528917
1149,1.5654646800527598
1150,1.5654646800528462
1151,1.5654646800528462
1152,1.5654646800528644
1153,1.565464680052887
1154,1.5654646800527643
1155,1.5654646800528007
1156,1.5654646800528371
1157,1.565464680052887
1158,1.5654646800527963
1159,1.565464680052878
1160,1.5654646800528509
1161,1.5654646800527916
1162,1.565464680052819
1163,1.5654646800528917
1164,1.565464680052819
1165,1.5654646800527643
1166,1.5654646800528553
1167,1.5654646800528418
1168,1.5654646800528327
1169,1.5654646800528418
1170,1.5654646800528371
1171,1.565464680052828
1172,1.5654646800527916
1173,1.5654646800528462
1174,1.5654646800528553
1175,1.565464680052778
1176,1.5654646800528598
1177,1.5654646800528145
1178,1.5654646800528418
1179,1.5654646800528644
1180,1.5654646800528598
1181,1.5654646800528509
1182,1.565464680052828
1183,1.5654646800527963
1184,1.5654646800528371
1185,1.5654646800528462
1186,1.5654646800527825
1187,1.565464680052819
1188,1.565464680052769
1189,1.5654646800528509
1190,1.5654646800528236
1191,1.565464680052828
1192,1.5654646800528371
1193,1.5654646800527825
1194,1.565464680052828
1195,1.5654646800528007
1196,1.5654646800528509
1197,1.5654646800528371
1198,1.5654646800527963
1199,1.565464680052819
1200,1.5654646800528145
1201,1.5654646800528327
1202,1.5654646800528145
1203,1.5654646800528145
1204,1.5654646800528418
1205,1.4329886346736476
1206,1.4329886346736247
1207,1.4329886346736567
1208,1.4329886346737204
1209,1.4329886346737113
1210,1.4329886346736702
1211,1.4329886346736702
1212,1.4329886346736158
1213,1.4329886346736793
1214,1.4329886346736975
1215,1.4329886346736793
1216,1.4329886346736658
1217,2.0207359514530028
1218,2.0207359514529752
1219,2.0207359514529846
1220,2.0207359514529615
1221,2.0207359514530117
1222,2.020735951453016
1223,2.020735951453016
1224,2.0207359514529846
1225,2.0207359514529935
1226,2.0207359514530028
1227,2.020735951452989
1228,2.020735951453007
1229,2.020735951452957
1230,2.0207359514530028
1231,2.020735951452998
1232,2.0207359514530028
1233,2.0207359514530028
1234,2.020735951452989
1235,2.020735951452971
1236,2.0207359514529846
1237,2.0207359514530343
1238,2.0207359514530028
1239,2.020735951452957
1240,2.020735951452971
1241,2.0207359514530117
1242,2.020735951453007
1243,2.020735951452971
1244,2.0207359514530117
1245,2.0207359514529526
1246,2.0207359514529797
1247,2.020735951452998
1248,2.0207359514530028
1249,2.0207359514530254
1250,2.0207359514529846
1251,2.0207359514529935
1252,2.020735951452939
1253,2.020735951453021
1254,2.02073595145303
1255,2.0207359514530028
1256,2.0207359514529664
1257,2.0207359514529752
1258,2.0207359514529752
1259,2.0207359514530028
1260,2.0207359514529752
1261,2.0207359514529752
1262,2.020735951452957
1263,2.020735951452998
1264,2.0207359514530028
1265,2.02073595145293
1266,2.020735951452971
1267,2.0207359514530028
1268,2.020735951452989
1269,2.0207359514530343
1270,2.020735951453016
1271,2.0207359514529615
1272,2.020735951453021
1273,2.0207359514530028
1274,2.0207359514529664
1275,2.020735951452971
1276,2.0207359514529846
1277,2.0207359514529797
1278,2.0207359514529797
1279,2.0207359514530028
1280,2.0207359514530254
1281,2.020735951452998
1282,2.0207359514529935
1283,2.0207359514530254
1284,2.0207359514529935
1285,2.02073595145303
1286,2.020735951453021
1287,2.0207359514529615
1288,2.0207359514529117
1289,2.0207359514529344
1290,2.0207359514530028
1291,2.0207359514529935
1292,2.0207359514529797
1293,2.0207359514529935
1294,2.0207359514529752
1295,2.020735951452971
1296,2.020735951453021
1297,2.0207359514529664
1298,2.020735951452998
1299,2.0207359514529935
1300,2.0207359514529752
1301,2.0207359514530254
1302,2.020735951452939
1303,2.020735951452989
1304,2.0207359514529433
1305,1.5506556623406413
1306,1.5506556623406231
1307,1.5506556623406322
1308,1.550655662340646
1309,1.5506556623405776
1310,1.5506556623405732
1311,1.5506556623406278
1312,1.5506556623406005
1313,1.5506556623406096
1314,1.5506556623405914
1315,1.550655662340673
1316,1.550655662340637
1317,1.5506556623405867
1318,1.7020353465652989
1319,1.7020353465652989
1320,1.702035346565285
1321,1.702035346565276
1322,1.7020353465652807
1323,1.702035346565308
1324,1.7020353465653124
1325,1.702035346565308
1326,1.7020353465653215
1327,1.7020353465653215
