ATS (100 broadcast interval, tuning parameters = 0.5)
Tick,Average error
0,719.6985216220943
1,719.6985428142219
2,719.6985640063498
3,719.6985851984775
4,719.6986063906056
5,719.6986275827331
6,719.6986487748609
7,719.6986699669886
8,719.6986911591166
9,719.6987123512441
10,719.6987335433722
11,719.6987547355
12,719.6987759276276
13,719.6987971197556
14,719.6988183118833
15,719.6988395040112
16,719.6988606961389
17,719.6988818882667
18,719.6989030803946
19,719.6989242725223
20,719.6989454646501
21,719.6989666567781
22,719.698987848906
23,719.6990090410336
24,719.6990302331614
25,719.6990514252891
26,719.699072617417
27,719.699093809545
28,719.6991150016726
29,719.6991361938002
30,719.6991573859282
31,719.6991785780561
32,719.6991997701838
33,719.6992209623116
34,719.6992421544394
35,719.6992633465675
36,719.6992845386951
37,719.699305730823
38,719.6993269229507
39,719.6993481150785
40,719.6993693072062
41,719.699390499334
42,719.6994116914618
43,719.6994328835896
44,719.6994540757175
45,719.6994752678453
46,719.699496459973
47,719.699517652101
48,719.6995388442286
49,719.6995600363564
50,719.6995812284844
51,719.6996024206121
52,719.6996236127401
53,719.6996448048677
54,719.6996659969955
55,719.6996871891236
56,719.699708381251
57,719.6997295733788
58,719.6997507655069
59,719.6997719576345
60,719.6997931497623
61,719.6998143418901
62,719.6998355340179
63,719.6998567261456
64,719.6998779182736
65,719.6998991104014
66,719.6999203025292
67,719.699941494657
68,719.6999626867847
69,719.6999838789126
70,719.7000050710403
71,719.700026263168
72,719.700047455296
73,719.7000686474239
74,719.7000898395517
75,719.7001110316794
76,719.7001322238073
77,719.700153415935
78,719.7001746080628
79,719.7001958001907
80,719.7002169923185
81,719.7002381844462
82,719.700259376574
83,719.7002805687017
84,719.7003017608298
85,719.7003229529573
86,719.7003441450853
87,719.7003653372132
88,719.7003865293409
89,719.7004077214688
90,719.7004289135965
91,719.7004501057243
92,719.700471297852
93,719.7004924899798
94,719.7005136821078
95,719.7005348742356
96,719.7005560663631
97,719.7005772584912
98,719.700598450619
99,719.7006196427466
100,719.7006408348745
101,719.7006620270023
102,719.7006832191302
103,719.700704411258
104,719.7007256033856
105,524.0963867211627
106,297.9002298191314
107,297.90021411085974
108,297.90019840258816
109,297.9001826943165
110,297.90016698604484
111,297.9001512777732
112,297.90013556950146
113,297.9001198612298
114,297.90010415295814
115,297.9000884446865
116,297.9000727364148
117,297.9000570281432
118,297.90004131987155
119,297.9000256115998
120,297.90000990332817
121,297.8999941950566
122,297.8999784867849
123,297.8999627785132
124,297.8999470702416
125,297.8999313619699
126,297.8999156536982
127,297.89989994542657
128,297.89988423715494
129,297.89986852888325
130,297.8998528206116
131,297.8998371123399
132,297.8998214040683
133,297.89980569579654
134,297.8997899875249
135,297.8997742792533
136,297.89975857098165
137,297.8997428627099
138,297.89972715443827
139,297.8997114461667
140,297.8996957378949
141,297.89968002962337
142,297.8996643213517
143,297.89964861307993
144,297.8996329048083
145,297.8996171965366
146,297.899601488265
147,297.8995857799934
148,297.89957007172166
149,297.8995543634499
150,297.8995386551784
151,297.8995229469067
152,297.89950723863495
153,297.8994915303633
154,297.8994758220917
155,297.89946011382
156,297.8994444055484
157,297.89942869727673
158,297.89941298900504
159,297.89939728073347
160,297.89938157246166
161,297.89936586419003
162,297.8993501559184
163,297.8993344476467
164,297.8993187393751
165,297.8993030311034
166,297.89928732283164
167,297.8992716145601
168,297.8992559062885
169,297.8992401980167
170,297.89922448974517
171,297.89920878147336
172,297.89919307320184
173,297.89917736493015
174,297.8991616566584
175,297.8991459483867
176,297.89913024011514
177,297.89911453184345
178,297.89909882357176
179,297.89908311530013
180,297.8990674070285
181,297.89905169875686
182,297.8990359904851
183,297.8990202822135
184,297.8990045739418
185,297.8989888656702
186,297.89897315739853
187,297.8989574491268
188,297.89894174085515
189,297.8989260325835
190,297.8989103243119
191,297.89889461604025
192,297.89887890776856
193,297.8988631994969
194,297.8988474912252
195,297.89883178295355
196,297.89881607468186
197,297.8988003664102
198,297.8987846581386
199,297.8987689498669
200,297.8987532415953
201,297.8987375333236
202,297.8987218250518
203,297.8987061167803
204,297.8986904085087
205,157.05835712689236
206,157.05835348608102
207,179.0340794199126
208,179.03406262238602
209,179.03404582485942
210,179.03402902733288
211,179.03401222980628
212,179.03399543227974
213,179.0339786347532
214,179.03396183722668
215,179.03394503970011
216,179.03392824217357
217,179.03391144464703
218,179.03389464712043
219,179.0338778495939
220,179.0338610520673
221,179.03384425454075
222,179.03382745701418
223,179.03381065948764
224,179.03379386196113
225,179.0337770644345
226,179.033760266908
227,179.03374346938142
228,179.03372667185485
229,179.03370987432828
230,179.03369307680177
231,179.03367627927526
232,179.03365948174866
233,179.03364268422212
234,179.03362588669552
235,179.03360908916892
236,179.0335922916424
237,179.0335754941159
238,179.03355869658932
239,179.03354189906275
240,179.0335251015362
241,179.03350830400962
242,179.03349150648307
243,179.03347470895653
244,179.03345791142993
245,179.0334411139034
246,179.03342431637685
247,179.03340751885023
248,179.03339072132374
249,179.03337392379723
250,179.0333571262706
251,179.0333403287441
252,179.03332353121746
253,179.03330673369095
254,179.03328993616435
255,179.0332731386379
256,179.0332563411113
257,179.03323954358473
258,179.0332227460582
259,179.03320594853164
260,179.03318915100502
261,179.0331723534785
262,179.03315555595188
263,179.03313875842537
264,179.03312196089874
265,179.03310516337223
266,179.0330883658457
267,179.03307156831917
268,179.03305477079257
269,179.033037973266
270,179.03302117573946
271,179.0330043782129
272,179.0329875806864
273,179.03297078315984
274,179.0329539856333
275,179.03293718810673
276,179.03292039058016
277,179.03290359305365
278,179.03288679552705
279,179.03286999800045
280,179.03285320047394
281,179.03283640294737
282,179.03281960542077
283,179.03280280789429
284,179.03278601036766
285,179.03276921284115
286,179.03275241531458
287,179.03273561778803
288,179.03271882026146
289,179.03270202273495
290,179.03268522520844
291,179.03266842768178
292,179.03265163015527
293,179.03263483262873
294,179.03261803510213
295,179.03260123757562
296,179.032584440049
297,179.03256764252245
298,179.03255084499594
299,179.03253404746937
300,179.03251724994283
301,179.03250045241623
302,179.0324836548897
303,179.03246685736315
304,179.03245005983663
305,51.15681689009407
306,51.15680826038316
307,51.15679963067226
308,95.8430241059947
309,95.84301438464085
310,95.84300466328703
311,95.84299494193321
312,95.84298522057938
313,95.84297549922556
314,95.84296577787171
315,95.84295605651795
316,95.84294633516406
317,95.84293661381025
318,95.84292689245645
319,95.84291717110264
320,95.8429074497488
321,95.84289772839502
322,95.84288800704117
323,95.84287828568739
324,95.84286856433354
325,95.84285884297971
326,95.84284912162589
327,95.84283940027208
328,95.84282967891826
329,95.84281995756443
330,95.84281023621062
331,95.84280051485679
332,95.84279079350297
333,95.84278107214918
334,95.84277135079532
335,95.84276162944153
336,95.8427519080877
337,95.84274218673387
338,95.84273246538001
339,95.84272274402618
340,95.84271302267241
341,95.84270330131862
342,95.84269357996476
343,95.84268385861093
344,95.84267413725712
345,95.84266441590331
346,95.84265469454945
347,95.84264497319566
348,95.84263525184183
349,95.84262553048802
350,95.8426158091342
351,95.84260608778038
352,95.84259636642659
353,95.84258664507276
354,95.84257692371894
355,95.84256720236513
356,95.8425574810113
357,95.84254775965746
358,95.84253803830362
359,95.84252831694981
360,95.842518595596
361,95.8425088742422
362,95.84249915288834
363,95.84248943153452
364,95.84247971018073
365,95.8424699888269
366,95.84246026747309
367,95.84245054611925
368,95.8424408247654
369,95.84243110341161
370,95.84242138205776
371,95.84241166070396
372,95.84240193935017
373,95.8423922179963
374,95.84238249664251
375,95.8423727752887
376,95.84236305393486
377,95.84235333258103
378,95.84234361122722
379,95.84233388987343
380,95.8423241685196
381,95.84231444716575
382,95.84230472581196
383,95.8422950044581
384,95.8422852831043
385,95.84227556175048
386,95.84226584039665
387,95.84225611904283
388,95.84224639768901
389,95.84223667633519
390,95.84222695498138
391,95.84221723362757
392,95.84220751227377
393,95.8421977909199
394,95.84218806956609
395,95.84217834821222
396,95.84216862685844
397,95.84215890550462
398,95.84214918415083
399,95.84213946279698
400,95.84212974144313
401,95.84212002008937
402,95.84211029873552
403,95.84210057738171
404,95.8420908560279
405,56.2549722211025
406,56.25496609176486
407,56.254959962427186
408,56.25495383308951
409,75.3069779860444
410,75.30697217862152
411,75.30696637119863
412,75.30696056377572
413,75.30695475635287
414,75.30694894892991
415,75.30694314150705
416,75.30693733408418
417,75.30693152666129
418,75.30692571923836
419,75.30691991181554
420,75.30691410439263
421,75.30690829696971
422,75.30690248954681
423,75.30689668212398
424,75.30689087470108
425,75.30688506727816
426,75.30687925985526
427,75.30687345243241
428,75.30686764500952
429,75.30686183758661
430,75.30685603016371
431,75.30685022274083
432,75.30684441531794
433,75.30683860789505
434,75.30683280047212
435,75.30682699304927
436,75.30682118562642
437,75.30681537820347
438,75.30680957078059
439,75.30680376335772
440,75.30679795593483
441,75.30679214851195
442,75.30678634108902
443,75.30678053366618
444,75.30677472624326
445,75.30676891882038
446,75.30676311139747
447,75.30675730397462
448,75.30675149655173
449,75.30674568912887
450,75.30673988170592
451,75.30673407428303
452,75.30672826686015
453,75.30672245943724
454,75.30671665201439
455,75.30671084459149
456,75.3067050371686
457,75.30669922974572
458,75.30669342232284
459,75.30668761489993
460,75.30668180747705
461,75.30667600005413
462,75.30667019263129
463,75.30666438520836
464,75.3066585777855
465,75.30665277036256
466,75.30664696293971
467,75.30664115551681
468,75.30663534809392
469,75.30662954067103
470,75.30662373324816
471,75.30661792582526
472,75.30661211840236
473,75.30660631097948
474,75.3066005035566
475,75.30659469613373
476,75.3065888887108
477,75.30658308128791
478,75.30657727386502
479,75.30657146644211
480,75.30656565901926
481,75.30655985159639
482,75.3065540441735
483,75.30654823675057
484,75.3065424293277
485,75.30653662190478
486,75.30653081448192
487,75.306525007059
488,75.30651919963616
489,75.30651339221332
490,75.30650758479034
491,75.30650177736744
492,75.3064959699446
493,75.30649016252173
494,75.3064843550988
495,75.30647854767591
496,75.30647274025304
497,75.30646693283013
498,75.30646112540721
499,75.30645531798433
500,75.30644951056149
501,75.3064437031386
502,75.30643789571567
503,75.30643208829278
504,75.30642628086994
505,23.39881772876676
506,23.398815410808332
507,23.398813092849906
508,23.39881077489146
509,23.398808456933008
510,21.242127799189383
511,21.242125980554693
512,21.24212416192004
513,21.24212234328536
514,21.24212052465067
515,21.24211870601599
516,21.242116887381318
517,21.24211506874666
518,21.242113250111966
519,21.242111431477298
520,21.24210961284262
521,21.24210779420796
522,21.24210597557326
523,21.242104156938616
524,21.242102338303898
525,21.242100519669226
526,21.242098701034593
527,21.24209688239991
528,21.242095063765234
529,21.24209324513055
530,21.242091426495882
531,21.24208960786117
532,21.242087789226513
533,21.242085970591845
534,21.24208415195718
535,21.242082333322493
536,21.24208051468781
537,21.242078696053163
538,21.242076877418498
539,21.242075058783797
540,21.24207324014911
541,21.242071421514446
542,21.242069602879766
543,21.2420677842451
544,21.242065965610436
545,21.24206414697574
546,21.24206232834109
547,21.242060509706395
548,21.24205869107173
549,21.242056872437047
550,21.242055053802375
551,21.242053235167678
552,21.242051416533016
553,21.242049597898347
554,21.2420477792637
555,21.242045960629024
556,21.24204414199435
557,21.24204232335966
558,21.24204050472494
559,21.242038686090282
560,21.24203686745564
561,21.242035048820966
562,21.242033230186266
563,21.242031411551626
564,21.242029592916907
565,21.24202777428226
566,21.242025955647577
567,21.242024137012933
568,21.242022318378222
569,21.242020499743575
570,21.242018681108856
571,21.242016862474223
572,21.242015043839537
573,21.24201322520482
574,21.242011406570185
575,21.242009587935502
576,21.242007769300844
577,21.242005950666165
578,21.24200413203148
579,21.24200231339681
580,21.242000494762138
581,21.24199867612744
582,21.24199685749279
583,21.241995038858125
584,21.24199322022342
585,21.241991401588752
586,21.241989582954083
587,21.241987764319383
588,21.241985945684736
589,21.241984127050067
590,21.241982308415366
591,21.241980489780687
592,21.241978671146036
593,21.241976852511385
594,21.2419750338767
595,21.241973215241973
596,21.24197139660731
597,21.241969577972654
598,21.241967759337985
599,21.2419659407033
600,21.241964122068637
601,21.24196230343398
602,21.24196048479929
603,21.24195866616459
604,21.24195684752993
605,10.906237105407195
606,10.906236513393615
607,10.906235921380075
608,10.906235329366536
609,10.906234737353016
610,10.906234145339413
611,6.641686441654483
612,6.641686169708091
613,6.641685897761686
614,6.641685625815285
615,6.641685353868838
616,6.641685081922492
617,6.64168480997605
618,6.641684538029631
619,6.641684266083243
620,6.641683994136856
621,6.641683722190432
622,6.641683450244041
623,6.641683178297622
624,6.641682906351202
625,6.641682634404842
626,6.641682362458409
627,6.641682090512018
628,6.641681818565635
629,6.641681546619202
630,6.641681274672792
631,6.6416810027264095
632,6.641680730780021
633,6.641680458833571
634,6.641680186887183
635,6.641679914940769
636,6.641679642994377
637,6.641679371047958
638,6.641679099101553
639,6.6416788271551335
640,6.641678555208745
641,6.64167828326234
642,6.641678011315917
643,6.64167773936952
644,6.641677467423128
645,6.6416771954767135
646,6.641676923530303
647,6.641676651583912
648,6.641676379637511
649,6.641676107691105
650,6.641675835744695
651,6.641675563798321
652,6.641675291851902
653,6.641675019905483
654,6.641674747959069
655,6.641674476012708
656,6.641674204066257
657,6.641673932119838
658,6.641673660173519
659,6.641673388227077
660,6.641673116280636
661,6.641672844334262
662,6.641672572387856
663,6.6416723004414555
664,6.641672028495027
665,6.641671756548626
666,6.641671484602252
667,6.6416712126558055
668,6.641670940709428
669,6.641670668763018
670,6.641670396816616
671,6.641670124870202
672,6.641669852923797
673,6.641669580977391
674,6.641669309031004
675,6.641669037084589
676,6.641668765138165
677,6.6416684931918
678,6.641668221245368
679,6.641667949298972
680,6.641667677352562
681,6.64166740540616
682,6.641667133459741
683,6.6416668615133725
684,6.641666589566939
685,6.641666317620543
686,6.641666045674165
687,6.641665773727737
688,6.641665501781326
689,6.641665229834935
690,6.64166495788852
691,6.641664685942105
692,6.641664413995691
693,6.64166414204929
694,6.641663870102912
695,6.641663598156506
696,6.6416633262101
697,6.641663054263685
698,6.641662782317276
699,6.641662510370866
700,6.641662238424474
701,6.641661966478073
702,6.641661694531677
703,6.641661422585262
704,6.641661150638879
705,5.487025933805658
706,5.487025674376778
707,5.487025414947871
708,5.4870251555189675
709,5.487024896090002
710,5.487024636661013
711,5.4870243772321325
712,3.445586556600365
713,3.4455866581422923
714,3.4455867596841836
715,3.4455868612261655
716,3.4455869627681524
717,3.445587064310025
718,3.4455871658520025
719,3.4455872673939485
720,3.445587368935967
721,3.4455874704778946
722,3.4455875720197535
723,3.4455876735617905
724,3.4455877751036676
725,3.445587876645541
726,3.4455879781875955
727,3.445588079729505
728,3.445588181271414
729,3.445588282813442
730,3.4455883843553465
731,3.4455884858973196
732,3.4455885874392105
733,3.4455886889811747
734,3.445588790523061
735,3.4455888920650612
736,3.445588993606939
737,3.445589095148944
738,3.445589196690926
739,3.445589298232785
740,3.445589399774781
741,3.44558950131674
742,3.4455896028586857
743,3.445589704400645
744,3.4455898059424954
745,3.4455899074845684
746,3.4455900090264278
747,3.4455901105684417
748,3.445590212110369
749,3.445590313652315
750,3.445590415194283
751,3.4455905167361696
752,3.445590618278079
753,3.4455907198200704
