ATS (100 broadcast interval, tuning parameters = 0.9)
Tick,Average error
397,136.70341780007993
398,136.70341460719095
399,136.703411414302
400,136.70340822141307
401,136.7034050285241
402,136.7034018356351
403,136.70339864274615
404,136.70339544985717
405,110.94643759442025
406,110.94643489819029
407,110.9464322019603
408,110.94642950573026
409,87.15131159229415
410,87.15130869650295
411,87.1513058007118
412,87.1513029049206
413,87.15130000912939
414,87.15129711333825
415,87.151294217547
416,87.15129132175582
417,87.15128842596461
418,87.1512855301734
419,87.15128263438226
420,87.15127973859104
421,87.15127684279987
422,87.15127394700869
423,87.15127105121748
424,87.1512681554263
425,87.15126525963517
426,87.15126236384384
427,87.15125946805267
428,87.15125657226146
429,87.15125367647032
430,87.15125078067909
431,87.15124788488797
432,87.15124498909674
433,87.15124209330556
434,87.15123919751433
435,87.15123630172319
436,87.15123340593196
437,87.15123051014076
438,87.1512276143496
439,87.15122471855841
440,87.15122182276718
441,87.15121892697601
442,87.15121603118482
443,87.15121313539363
444,87.15121023960245
445,87.15120734381128
446,87.1512044480201
447,87.15120155222886
448,87.15119865643764
449,87.15119576064644
450,87.15119286485526
451,87.15118996906408
452,87.15118707327288
453,87.15118417748174
454,87.1511812816905
455,87.15117838589931
456,87.15117549010813
457,87.1511725943169
458,87.15116969852572
459,87.15116680273451
460,87.15116390694332
461,87.15116101115213
462,87.15115811536096
463,87.15115521956973
464,87.15115232377858
465,87.15114942798742
466,87.15114653219618
467,87.15114363640498
468,87.15114074061381
469,87.1511378448226
470,87.15113494903139
471,87.15113205324022
472,87.15112915744902
473,87.15112626165785
474,87.15112336586661
475,87.1511204700755
476,87.15111757428426
477,87.151114678493
478,87.15111178270186
479,87.15110888691062
480,87.15110599111948
481,87.15110309532831
482,87.15110019953707
483,87.1510973037459
484,87.15109440795473
485,87.15109151216353
486,87.15108861637229
487,87.15108572058111
488,87.15108282478994
489,87.15107992899875
490,87.15107703320753
491,87.15107413741639
492,87.15107124162516
493,87.15106834583399
494,87.15106545004276
495,87.15106255425158
496,87.15105965846038
497,87.15105676266916
498,87.15105386687803
499,87.15105097108685
500,87.15104807529563
501,87.15104517950442
502,87.15104228371325
503,87.15103938792204
504,87.15103649213086
505,70.05697425325565
506,70.05697176709708
507,70.05696928093852
508,70.05696679477994
509,70.05696430862137
510,54.08003117391186
511,54.08002860566496
512,54.08002603741802
513,54.080023469171145
514,54.08002090092425
515,54.08001833267731
516,54.08001576443037
517,54.0800131961835
518,54.08001062793657
519,54.08000805968968
520,54.080005491442755
521,54.08000292319593
522,54.080000354948936
523,54.07999778670201
524,54.07999521845514
525,54.079992650208204
526,54.079990081961284
527,54.07998751371438
528,54.079984945467515
529,54.079982377220546
530,54.079979808973704
531,54.07997724072673
532,54.07997467247988
533,54.07997210423295
534,54.07996953598602
535,54.07996696773908
536,54.079964399492184
537,54.07996183124529
538,54.079959262998365
539,54.079956694751445
540,54.07995412650455
541,54.07995155825765
542,54.079948990010756
543,54.0799464217638
544,54.07994385351696
545,54.07994128526998
546,54.07993871702309
547,54.07993614877616
548,54.07993358052926
549,54.079931012282366
550,54.0799284440355
551,54.07992587578854
552,54.07992330754162
553,54.07992073929474
554,54.079918171047794
555,54.079915602800945
556,54.079913034553975
