ATS (100 broadcast interval, tuning parameters = 0.5)
Tick,Average error
382,155.78100922012783
383,155.78100965113794
384,155.78101008214804
385,155.78101051315818
386,155.78101094416832
387,155.78101137517842
388,155.78101180618862
389,155.78101223719872
390,155.7810126682088
391,155.78101309921894
392,155.78101353022902
393,155.78101396123918
394,155.78101439224932
395,155.78101482325943
396,155.7810152542695
397,155.7810156852796
398,155.7810161162897
399,155.78101654729986
400,155.78101697831002
401,155.7810174093201
402,155.7810178403302
403,155.78101827134032
404,155.78101870235048
405,80.7135133031833
406,80.71351352531327
407,80.71351374744324
408,80.7135139695732
409,107.03177209604387
410,107.03177295478658
411,107.03177381352928
412,107.03177467227196
413,107.03177553101476
414,107.03177638975751
415,107.03177724850019
416,107.03177810724293
417,107.03177896598564
418,107.03177982472836
419,107.0317806834711
420,107.03178154221378
421,107.03178240095653
422,107.03178325969925
423,107.03178411844196
424,107.03178497718473
425,107.03178583592741
426,107.0317866946701
427,107.03178755341281
428,107.03178841215554
429,107.03178927089829
430,107.03179012964098
431,107.03179098838373
432,107.03179184712644
433,107.03179270586914
434,107.03179356461189
435,107.03179442335463
436,107.03179528209732
437,107.03179614084002
438,107.03179699958278
439,107.0317978583255
440,107.03179871706821
441,107.03179957581096
442,107.03180043455365
443,107.03180129329635
444,107.03180215203908
445,107.03180301078179
446,107.03180386952452
447,107.0318047282672
448,107.03180558700993
449,107.03180644575266
450,107.03180730449535
451,107.03180816323811
452,107.03180902198086
453,107.03180988072354
454,107.03181073946627
455,107.03181159820899
456,107.03181245695173
457,107.03181331569444
458,107.03181417443713
459,107.03181503317988
460,107.03181589192263
461,107.03181675066533
462,107.0318176094081
463,107.03181846815077
464,107.0318193268935
465,107.03182018563615
466,107.03182104437896
467,107.03182190312167
468,107.03182276186433
469,107.0318236206071
470,107.03182447934982
471,107.03182533809253
472,107.03182619683524
473,107.03182705557799
474,107.03182791432067
475,107.03182877306337
476,107.03182963180619
477,107.03183049054884
478,107.03183134929154
479,107.0318322080343
480,107.03183306677697
481,107.03183392551972
482,107.03183478426244
483,107.03183564300514
484,107.03183650174788
485,107.03183736049063
486,107.03183821923332
487,107.03183907797606
488,107.03183993671878
489,107.03184079546149
490,107.03184165420419
491,107.03184251294694
492,107.03184337168963
493,107.03184423043234
494,107.03184508917508
495,107.03184594791783
496,107.03184680666051
497,107.0318476654032
498,107.03184852414597
499,107.03184938288865
500,107.03185024163136
501,107.03185110037408
502,107.03185195911684
503,107.0318528178596
504,107.03185367660228
505,50.35214398880764
506,50.35214368312057
507,50.352143377433514
508,50.352143071746404
509,50.35214276605933
510,22.51390507841313
511,22.513904967764237
512,22.513904857115396
513,22.51390474646655
514,22.51390463581772
515,22.513904525168904
516,22.513904414520017
517,22.513904303871204
518,22.513904193222334
519,22.51390408257349
520,22.513903971924652
521,22.513903861275775
522,22.51390375062697
523,22.513903639978125
524,22.513903529329244
525,22.513903418680442
526,22.513903308031512
527,22.513903197382696
528,22.513903086733826
529,22.51390297608498
530,22.513902865436123
531,22.513902754787306
532,22.51390264413845
533,22.5139025334896
534,22.51390242284075
535,22.51390231219188
536,22.513902201543022
537,22.513902090894163
538,22.513901980245393
539,22.5139018695965
540,22.513901758947622
541,22.513901648298813
542,22.513901537649964
543,22.51390142700111
544,22.513901316352225
545,22.513901205703394
546,22.513901095054543
547,22.51390098440568
548,22.51390087375683
549,22.51390076310797
550,22.513900652459153
551,22.513900541810294
552,22.513900431161446
553,22.513900320512594
554,22.513900209863667
555,22.513900099214865
556,22.513899988566063
557,22.513899877917165
558,22.51389976726838
559,22.513899656619515
560,22.513899545970652
561,22.513899435321765
562,22.513899324672938
563,22.51389921402404
564,22.51389910337524
565,22.513898992726435
566,22.513898882077537
567,22.513898771428693
568,22.513898660779795
569,22.513898550131
570,22.513898439482134
571,22.513898328833292
572,22.513898218184423
573,22.513898107535578
574,22.513897996886715
575,22.51389788623787
576,22.513897775589
577,22.51389766494016
578,22.513897554291333
579,22.513897443642467
580,22.513897332993594
581,22.513897222344784
582,22.513897111695933
583,22.513897001047066
584,22.51389689039822
585,22.51389677974942
586,22.513896669100536
587,22.513896558451705
588,22.513896447802864
589,22.513896337153984
590,22.513896226505167
591,22.513896115856284
592,22.51389600520748
593,22.513895894558583
594,22.513895783909767
595,22.513895673260908
596,22.513895562612035
597,22.513895451963197
598,22.513895341314324
599,22.513895230665455
600,22.513895120016624
601,22.51389500936786
602,22.513894898718945
603,22.513894788070147
604,22.513894677421217
605,12.693391747736653
